;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;p12;p13;p14;p15;p16;p17;p18;p19;p20;p21;p22;p23;p24
MSSQ;45;37;14;16;28;11;47;23;47;19;25;26;45;3;29;37;52;28;35;30;7;14;48;23
