;x;y;timestamp
189;1;9;20154
190;1;9;20178
191;1;9;20200
192;1;9;20231
193;1;9;20264
194;1;9;20286
195;1;9;20321
196;1;9;20348
197;1;9;20366
198;1;9;20389
199;1;9;20410
200;1;9;20446
201;1;9;20476
202;1;9;20497
203;3;6;20532
204;5;6;20556
205;7;6;20577
206;9;6;20599
207;10;6;20623
208;10;6;20645
209;12;6;20665
210;13;7;20690
211;14;7;20721
212;14;8;20753
213;14;8;20777
214;14;8;20798
215;14;9;20820
216;14;9;20845
217;14;9;20865
218;14;9;20889
219;15;9;20923
220;15;9;20953
221;14;9;20975
222;14;10;20997
223;14;10;21019
224;14;10;21046
225;14;10;21068
226;14;10;21087
227;14;10;21111
228;14;10;21132
229;14;10;21166
230;14;10;21198
231;14;10;21220
232;14;10;21256
233;14;10;21277
234;14;10;21298
235;14;10;21320
236;14;11;21345
237;13;11;21365
238;13;12;21399
239;13;12;21431
240;13;12;21455
241;13;12;21488
242;13;12;21511
243;13;12;21532
244;13;12;21555
245;13;12;21578
246;13;12;21599
247;13;12;21625
248;13;12;21653
249;13;12;21687
250;13;12;21711
251;13;12;21731
252;13;12;21754
253;13;12;21778
254;13;12;21798
255;13;12;21823
256;13;12;21855
257;13;12;21887
258;13;12;21910
259;13;12;21932
260;13;12;21954
261;13;12;21978
262;13;12;22002
263;13;12;22023
264;13;12;22044
265;13;12;22077
266;13;12;22108
267;13;12;22132
268;13;12;22164
269;13;12;22193
270;13;12;22211
271;13;12;22233
272;13;12;22254
273;13;12;22288
274;13;12;22319
275;13;12;22345
276;13;12;22367
277;11;13;22387
278;10;13;22411
279;8;14;22432
280;7;14;22465
281;6;14;22497
282;5;14;22520
283;5;14;22545
284;5;14;22568
285;5;14;22588
286;5;14;22611
287;5;14;22632
288;5;14;22665
289;5;14;22698
290;5;14;22719
291;5;14;22757
292;5;14;22779
293;5;14;22800
294;5;14;22821
295;5;14;22842
296;5;14;22875
297;5;14;22907
298;5;14;22931
299;5;14;22957
300;5;14;22978
301;5;14;22998
302;5;14;23020
303;5;14;23045
304;5;14;23076
305;5;14;23107
306;5;14;23142
307;5;14;23166
308;4;12;23185
309;3;11;23213
310;2;10;23232
311;1;8;23253
312;1;7;23276
313;1;6;23309
314;1;6;23343
315;1;6;23365
316;1;6;23397
317;1;6;23422
318;1;6;23448
319;0;6;23466
320;1;6;23489
321;0;6;23512
322;1;6;23531
323;0;6;23565
324;0;6;23596
325;0;6;23630
326;0;6;23656
327;0;6;23680
328;0;6;23700
329;0;6;23721
330;0;6;23745
331;0;6;23776
332;0;6;23808
333;0;6;23833
334;0;6;23864
335;0;6;23888
336;0;6;23915
337;0;6;23932
338;1;6;23955
339;6;7;23978
340;8;8;24010
341;9;7;24043
342;10;7;24066
343;11;7;24097
344;13;7;24120
345;13;7;24146
346;14;6;24168
347;15;7;24189
348;15;7;24211
349;15;6;24232
350;15;6;24265
351;15;7;24299
352;15;7;24323
353;15;7;24344
354;15;7;24365
355;15;7;24389
356;15;7;24414
357;15;7;24443
358;15;7;24476
359;15;7;24498
360;15;7;24519
361;15;7;24545
362;15;7;24565
363;15;7;24587
364;15;7;24611
365;15;7;24635
366;15;7;24665
367;15;7;24697
368;15;7;24721
369;15;7;24746
370;15;7;24765
371;15;7;24788
372;15;7;24813
373;15;7;24832
374;15;7;24865
375;15;7;24899
376;15;7;24922
377;15;7;24943
378;15;7;24976
379;15;7;25009
380;15;7;25033
381;15;7;25053
382;15;7;25077
383;15;7;25098
384;15;7;25125
385;15;7;25154
386;15;7;25185
387;15;7;25212
388;15;7;25232
389;15;7;25253
390;15;7;25277
391;9;14;25298
392;7;15;25331
393;5;14;25368
394;4;14;25389
395;3;14;25419
396;3;14;25452
397;3;14;25478
398;2;12;25499
399;2;12;25523
400;2;12;25545
401;2;12;25565
402;2;12;25588
403;2;12;25614
404;2;12;25644
405;2;12;25675
406;2;12;25698
407;2;12;25719
408;2;12;25745
409;2;12;25765
410;2;12;25788
411;2;12;25811
412;2;12;25836
413;2;12;25865
414;2;12;25898
415;2;12;25921
416;2;12;25945
417;2;12;25965
418;2;12;25987
419;2;12;26012
420;2;12;26032
421;2;12;26053
422;2;12;26091
423;2;12;26120
424;2;12;26145
425;2;12;26164
426;2;12;26185
427;2;12;26210
428;2;12;26231
429;2;12;26264
430;2;12;26297
431;2;12;26323
432;2;12;26346
433;2;12;26364
434;2;12;26386
435;2;12;26409
436;2;12;26444
437;2;12;26475
438;2;12;26497
439;2;12;26519
440;2;12;26545
441;2;12;26568
442;2;12;26586
443;1;7;26611
444;5;7;26632
445;7;6;26664
446;9;7;26697
447;10;6;26721
448;10;6;26747
449;12;6;26765
450;13;5;26787
451;13;5;26816
452;14;5;26842
453;14;5;26875
454;14;5;26898
455;14;5;26918
456;14;5;26945
457;14;5;26965
458;14;5;26987
459;14;5;27010
460;14;5;27035
461;14;5;27064
462;14;5;27096
463;11;6;27120
464;11;6;27152
465;11;6;27177
466;11;6;27198
467;11;6;27222
468;11;6;27244
469;11;6;27265
470;11;6;27291
471;11;6;27312
472;11;6;27344
473;11;6;27375
474;11;6;27397
475;11;6;27420
476;11;6;27445
477;11;6;27464
478;11;6;27487
479;11;6;27511
480;11;6;27535
481;11;6;27564
482;11;6;27597
483;11;6;27620
484;11;6;27645
485;11;6;27665
486;11;6;27687
487;11;6;27712
488;10;14;27733
489;8;14;27767
490;7;14;27797
491;4;14;27819
492;4;14;27852
493;3;13;27878
494;3;13;27899
495;3;13;27923
496;3;13;27945
497;3;13;27965
498;3;13;27998
499;3;13;28032
500;3;13;28055
501;3;13;28085
502;3;13;28111
503;3;13;28132
504;3;13;28153
505;3;13;28178
506;3;13;28198
507;3;13;28231
508;3;13;28267
509;3;13;28287
510;3;13;28320
511;3;13;28353
512;3;13;28378
513;3;13;28398
514;3;13;28420
515;3;13;28446
516;3;13;28464
517;3;13;28501
518;3;13;28530
519;3;13;28553
520;3;13;28576
521;3;13;28597
522;3;13;28620
523;3;13;28645
524;3;13;28676
525;3;13;28709
526;3;13;28735
527;3;13;28753
528;3;13;28776
529;3;13;28797
530;3;13;28830
531;3;5;28863
532;6;4;28886
533;9;4;28918
534;10;4;28944
535;12;3;28968
536;13;3;28988
537;13;3;29011
538;13;3;29032
539;13;3;29053
540;13;3;29085
541;13;3;29118
542;13;3;29152
543;13;3;29177
544;13;3;29211
545;13;3;29233
546;13;3;29253
547;13;3;29277
548;13;3;29298
549;13;3;29330
550;13;3;29364
551;13;3;29386
552;13;3;29418
553;13;3;29446
554;13;3;29466
555;13;3;29486
556;13;3;29509
557;13;3;29543
558;13;12;29575
559;13;12;29609
560;13;12;29632
561;12;13;29652
562;12;13;29679
563;12;13;29699
564;12;13;29720
565;12;13;29742
566;12;13;29774
567;12;13;29805
568;12;13;29840
569;12;13;29864
570;11;12;29886
571;12;13;29909
572;12;13;29936
573;12;13;29964
574;12;13;29998
575;10;13;30021
576;9;14;30045
577;6;13;30065
578;5;13;30086
579;3;13;30110
580;3;13;30143
581;2;13;30177
582;2;12;30198
583;2;12;30230
584;2;12;30254
585;2;12;30276
586;2;12;30298
587;2;12;30320
588;2;12;30345
589;2;12;30364
590;2;12;30398
591;2;12;30431
592;2;12;30455
593;2;12;30476
594;2;12;30497
595;2;12;30519
596;2;12;30544
597;2;12;30575
598;2;12;30606
599;2;12;30630
600;2;12;30657
601;2;12;30678
602;2;12;30698
603;2;12;30719
604;2;12;30743
605;2;12;30775
606;2;12;30805
607;2;12;30841
608;2;12;30865
609;2;12;30898
610;2;12;30920
611;2;12;30945
612;2;12;30964
613;2;12;30986
614;2;12;31010
615;2;12;31044
616;2;12;31074
617;2;12;31098
618;2;12;31131
619;2;12;31156
620;2;12;31177
621;2;12;31198
622;2;12;31220
623;2;12;31244
624;3;5;31276
625;4;5;31308
626;7;5;31332
627;10;5;31356
628;9;5;31376
629;11;5;31397
630;12;5;31419
631;13;5;31454
632;15;5;31484
633;15;5;31510
634;15;5;31531
635;15;5;31553
636;15;5;31577
637;15;5;31601
638;14;6;31632
639;14;6;31663
640;14;6;31686
641;14;6;31710
642;14;6;31732
643;14;6;31754
644;14;6;31777
645;14;6;31798
646;14;6;31830
647;15;7;31867
648;14;10;31888
649;14;12;31919
650;13;12;31954
651;13;12;31978
652;13;13;31998
653;12;13;32020
654;12;13;32045
655;12;13;32065
656;12;13;32099
657;12;13;32131
658;12;13;32164
659;12;13;32187
660;12;13;32210
661;12;13;32232
662;12;13;32254
663;12;13;32278
664;12;13;32298
665;12;13;32335
666;12;13;32365
